emotion,wav
neutral,[0.03053051 0.02795378 0.02600044 ... 0.03272982 0.03228987 0.03074324]
sad,[0.00291015 0.00292824 0.00192645 ... 0.00105536 0.00108678 0.00084611]
angry,"[-0.03539234 -0.04077542 -0.04818083 ...  0.01468144  0.0205928
  0.02644298]"
disgust,"[-0.03066332 -0.02653075 -0.02241542 ... -0.00044663  0.00040639
  0.00061621]"
fear,"[-0.01042739 -0.0083071  -0.0073245  ...  0.01748866  0.01832345
  0.01831518]"
happy,[0.00193087 0.00345882 0.00540805 ... 0.01437363 0.01979286 0.02602063]
neutral,"[ 0.01117337  0.01202069  0.01276293 ... -0.01612639 -0.01716704
 -0.01800178]"
sad,"[ 0.00400973  0.00401962  0.00322815 ... -0.00301105 -0.00290595
 -0.00314886]"
angry,"[-0.01342319 -0.0146415  -0.01441636 ... -0.00391408 -0.01643259
 -0.0072135 ]"
disgust,"[-0.01374147 -0.01490986 -0.01521443 ... -0.0039794  -0.00429821
 -0.00475805]"
fear,"[-0.01364283 -0.01428715 -0.01461885 ...  0.12283613  0.12483946
  0.12409299]"
happy,[0.09471219 0.09833372 0.10310547 ... 0.00528655 0.00535844 0.00564169]
neutral,"[-0.00330162 -0.0050509  -0.00693767 ...  0.00554822  0.00195835
  0.00104922]"
sad,"[ 0.02497554  0.02364838  0.02256302 ... -0.0106947  -0.00988401
 -0.00883636]"
angry,"[ 0.04236754  0.00943343 -0.02568962 ... -0.11057586 -0.13148049
 -0.14825033]"
disgust,"[-0.0095202  -0.00942034 -0.00946691 ... -0.00054608 -0.00134707
 -0.00217737]"
fear,"[-0.01505296 -0.01748358 -0.01938975 ... -0.09429822 -0.13682431
 -0.15873803]"
happy,"[-0.0160968  -0.00294963  0.00615176 ... -0.004054   -0.00351046
 -0.00263612]"
neutral,[0.00185256 0.00187014 0.00182244 ... 0.00175169 0.00197736 0.0025855 ]
sad,"[ 0.00858284  0.00576263  0.00484741 ... -0.00148492 -0.00151869
 -0.00151965]"
angry,"[ 0.02374755  0.00628919 -0.02311245 ...  0.01062128  0.00353395
 -0.00634226]"
disgust,"[ 0.00743563  0.00904881  0.01076708 ...  0.0099014   0.00429025
 -0.00387626]"
fear,"[-0.00847709 -0.00854417 -0.00335057 ...  0.00420077  0.00418604
  0.00384914]"
happy,"[-0.03397748 -0.01740359  0.01326391 ...  0.01807145  0.02580492
  0.03365526]"
neutral,"[-0.00841003  0.01394645  0.01700986 ... -0.00599886  0.00483505
  0.00624394]"
sad,"[ 0.00334035 -0.00302817 -0.00495019 ...  0.00333518  0.00049431
  0.0004579 ]"
angry,"[ 0.00123102  0.00131146 -0.00319788 ...  0.0320845   0.02635686
  0.02073873]"
disgust,"[-0.00531902 -0.00502108 -0.00543512 ... -0.00721864 -0.00845122
 -0.00764973]"
fear,[0.02251622 0.02061894 0.01759472 ... 0.01122476 0.01385568 0.01706228]
happy,"[-0.00771571 -0.00341375 -0.00478671 ...  0.01002051  0.01266404
  0.0097901 ]"
neutral,"[-0.00331059 -0.00162199  0.00128573 ... -0.0037573  -0.00152467
  0.00202075]"
sad,"[-0.00865834 -0.00832043 -0.00845638 ...  0.00274082  0.00348682
  0.00370435]"
angry,"[ 0.1310678   0.19421765  0.24500795 ... -0.02409355 -0.02839881
 -0.03029331]"
disgust,"[ 0.0051263   0.00493679  0.00508515 ... -0.01780972 -0.01140901
 -0.00561147]"
fear,"[ 0.00035001  0.00050735  0.00068882 ... -0.00346121 -0.00390169
 -0.00610007]"
happy,"[-0.00646526 -0.00667818 -0.0071483  ... -0.00183224 -0.00136819
 -0.00146852]"
neutral,"[-0.00377148 -0.00220433 -0.00042261 ...  0.00157369  0.0017247
  0.00203251]"
sad,"[ 0.00516096  0.00531814  0.005847   ... -0.00729962 -0.00613449
 -0.00388997]"
angry,"[-0.19158639 -0.26094666 -0.32946774 ... -0.11130681 -0.01890872
  0.11246352]"
angry,"[-0.00420705 -0.01529029  0.01282746 ... -0.0088749  -0.01101314
 -0.01108897]"
angry,"[-0.03827044 -0.05179023 -0.07518531 ... -0.00778455 -0.01086122
 -0.00985779]"
disgust,"[ 0.00675675  0.00293382  0.00295395 ... -0.00484993 -0.00527792
 -0.00539866]"
disgust,[0.006456   0.0061484  0.00602844 ... 0.00509264 0.00369338 0.0023564 ]
disgust,"[-0.01498602 -0.0186436  -0.01695611 ...  0.00564225  0.00556848
  0.005278  ]"
fear,"[-0.00194979 -0.00190466 -0.00039513 ...  0.00408266  0.00575594
  0.00714787]"
fear,"[6.3588841e-06 5.5332243e-04 9.9067390e-04 ... 1.8279543e-03 2.0703131e-03
 1.6694968e-03]"
fear,"[-8.1694266e-03 -8.1906626e-03 -7.6605803e-03 ...  2.6782704e-04
 -6.9246853e-05 -6.4147031e-04]"
happy,"[ 0.12058605  0.09908553  0.06790742 ... -0.00899851 -0.00924931
 -0.00907171]"
happy,[0.00911359 0.01083767 0.01157802 ... 0.00327289 0.00338239 0.00308902]
happy,"[-0.01570609 -0.01246387 -0.01084645 ...  0.00417648  0.00385794
  0.00355994]"
neutral,"[-1.3700456e-03 -9.8663743e-04 -5.4853130e-04 ...  1.9473637e-03
  7.4001691e-05 -6.0762913e-04]"
sad,"[-0.00885684 -0.00914206 -0.00996239 ... -0.00255484 -0.00207428
 -0.00205017]"
sad,[0.00501913 0.00477074 0.00464346 ... 0.0036984  0.00425233 0.00451576]
sad,"[ 0.00136504 -0.00127367  0.00125816 ... -0.00352315 -0.00329071
 -0.00305197]"
angry,"[-0.00107886 -0.00211275 -0.00294134 ... -0.13387781  0.15255706
  0.2541483 ]"
disgust,"[ 0.01176239  0.01049452  0.00922812 ... -0.01237138 -0.01328837
 -0.01432691]"
fear,"[ 0.00181805  0.0025445   0.00135022 ... -0.11147977 -0.10507247
 -0.0922041 ]"
happy,"[ 0.01038209  0.01039396  0.01055    ... -0.00375254 -0.00385678
 -0.00413204]"
neutral,"[ 0.00797277  0.00732109  0.00596797 ... -0.00518672 -0.00728263
 -0.01013251]"
sad,"[ 1.5788842e-03  1.5367800e-03  1.4261244e-03 ... -7.3042043e-05
 -1.5973215e-03 -9.3654584e-04]"
angry,"[-0.00340817 -0.01870917 -0.01488623 ...  0.00263877  0.00341087
  0.00299213]"
disgust,"[-2.3666415e-03 -2.2310507e-03 -2.1302053e-03 ...  5.0102716e-04
  3.5287987e-04  7.6221069e-05]"
fear,"[ 0.00421177  0.00523482  0.00558122 ... -0.00960926 -0.01199923
 -0.01284821]"
happy,"[-0.00454006 -0.00253684 -0.00210157 ... -0.00027282  0.00039715
  0.00043491]"
neutral,"[-0.00468613 -0.00759906 -0.00616445 ... -0.00481559 -0.00413814
 -0.00327814]"
sad,"[-0.00421738 -0.00416697 -0.00414371 ...  0.00562414  0.00598732
  0.00628403]"
angry,[0.05778369 0.06169154 0.06655179 ... 0.09612534 0.09122285 0.08492485]
disgust,[0.00537742 0.00485202 0.00508179 ... 0.00197584 0.0016076  0.00234064]
fear,[0.00198432 0.00084935 0.00085145 ... 0.01164562 0.02092709 0.00857534]
happy,[0.01046282 0.00784303 0.00594315 ... 0.01598888 0.01107759 0.00237318]
neutral,"[-0.00481816 -0.00535675 -0.00566657 ... -0.00515985 -0.00716827
 -0.00904848]"
sad,"[-0.0006851  -0.00090388 -0.00032267 ... -0.00370513 -0.00435236
 -0.00479691]"
angry,"[-0.11729293 -0.08866488 -0.07926285 ... -0.00709824 -0.00814051
 -0.00847792]"
disgust,"[ 0.02283636  0.0248014   0.02853839 ... -0.00198468 -0.00097124
  0.00027902]"
fear,"[-0.00387715 -0.00388863 -0.00409543 ...  0.00664589  0.00625421
  0.00584423]"
happy,[0.01782312 0.01996466 0.02076026 ... 0.00426178 0.00435714 0.00318383]
neutral,"[-0.0062653  -0.00793895 -0.00585127 ... -0.0057085  -0.00395011
 -0.00318605]"
sad,"[-0.00071335 -0.00081367 -0.00133472 ...  0.00608599  0.00494693
  0.00436366]"
angry,"[ 0.04413411  0.07470052  0.10782209 ...  0.00637386 -0.01281649
 -0.03647073]"
disgust,"[-0.00579418 -0.00557391 -0.00548881 ... -0.0423133  -0.04606415
 -0.04398112]"
fear,"[ 0.00449528  0.00430766  0.00415139 ... -0.0055682  -0.0046004
 -0.00586527]"
happy,[0.00873045 0.00958422 0.00931116 ... 0.00863739 0.00780855 0.00743766]
neutral,"[ 0.00136008  0.00138945  0.00108138 ... -0.0014336  -0.00110237
 -0.0009392 ]"
sad,"[ 0.00011882 -0.00028806 -0.00063384 ...  0.00223124  0.00221024
 -0.00014512]"
angry,"[-0.00094972  0.00180657  0.00791598 ... -0.00526921 -0.00425133
 -0.00271342]"
disgust,[0.05698943 0.05125671 0.04606799 ... 0.00194146 0.00171952 0.00129946]
fear,"[-0.00414578 -0.00422619 -0.00398692 ... -0.02937118 -0.03251646
 -0.03583675]"
happy,"[-0.02409075 -0.02616408 -0.02735231 ... -0.02499042 -0.02501106
 -0.02486294]"
neutral,"[-0.01506319 -0.01967437 -0.02083155 ... -0.00429806 -0.00503422
 -0.00552972]"
sad,"[ 0.0020052   0.00170398  0.00167048 ... -0.00425397 -0.00475807
 -0.0053526 ]"
angry,"[-0.00564593 -0.00501201 -0.00420101 ... -0.01118189 -0.01264414
 -0.01287583]"
disgust,[0.00313316 0.00214588 0.00097759 ... 0.00621433 0.00620733 0.00920729]
fear,[0.00130215 0.00179367 0.00204167 ... 0.00456225 0.0043864  0.00378298]
happy,"[-0.00414277 -0.00358735 -0.00276538 ...  0.00245852  0.00326335
  0.00411629]"
neutral,"[-2.6271598e-02 -2.8757520e-02 -3.0697618e-02 ...  4.3929635e-05
  1.5810712e-03  2.5381683e-03]"
sad,"[-0.00287729 -0.00362812 -0.00406068 ... -0.00344386 -0.00396075
 -0.00365013]"
angry,"[-0.03004722  0.11896952  0.01412683 ... -0.01329855 -0.00962162
 -0.00748453]"
disgust,"[-0.00199933 -0.00842447 -0.0115996  ... -0.00293252 -0.00281921
 -0.0033619 ]"
fear,"[-0.01823257 -0.01688368 -0.00779202 ...  0.00247775  0.00243534
  0.00222189]"
happy,"[-0.0145504  -0.01381918 -0.01198177 ... -0.00291358 -0.00270633
 -0.00277009]"
neutral,"[ 0.00342437 -0.0027251  -0.00775922 ... -0.00449935 -0.00431126
 -0.00392423]"
sad,"[-0.00201051 -0.00433105 -0.00754459 ... -0.00121423 -0.00099113
 -0.00062431]"
angry,"[ 0.07324432 -0.00551865 -0.03609844 ...  0.22240369  0.221536
  0.2602619 ]"
disgust,[0.00691387 0.00722604 0.00773208 ... 0.0461925  0.03291099 0.01969901]
fear,"[-0.00223075 -0.00202444 -0.00199278 ... -0.03576644 -0.00775846
  0.04630253]"
happy,"[-0.00431634 -0.00524952 -0.00514695 ...  0.03427379 -0.01671306
 -0.02444807]"
neutral,"[ 0.00229211  0.00231321  0.00221141 ...  0.00268308  0.00156087
 -0.00035142]"
sad,"[-1.9857194e-03 -1.7005620e-03 -1.5247132e-03 ... -5.7348195e-03
  7.0000613e-05 -3.3332699e-04]"
angry,"[-0.13226849 -0.10807103 -0.08857183 ... -0.08873179 -0.07564986
 -0.04748738]"
disgust,[0.00091381 0.00075052 0.00075838 ... 0.00029748 0.00180615 0.00014671]
fear,[0.00376599 0.00403731 0.00405961 ... 0.00157053 0.00244761 0.00390913]
happy,"[-0.0341934  -0.01096727 -0.00305574 ...  0.00435069  0.00438509
  0.00534428]"
neutral,"[-0.01283435  0.00552647  0.00917445 ...  0.01690977  0.01694222
  0.01731642]"
sad,"[-0.00470836 -0.00482262 -0.00502373 ...  0.00144241  0.0003868
  0.00026829]"
angry,"[ 0.04413909  0.05038295 -0.02549182 ...  0.00447881  0.00284439
 -0.00012522]"
disgust,[0.0399809  0.06692301 0.08706991 ... 0.0222811  0.01422156 0.0151358 ]
fear,"[ 0.00016197  0.00089502  0.00118001 ... -0.00108295  0.00185148
  0.00116909]"
happy,"[ 3.8335356e-04  5.7004494e-05 -2.1051805e-04 ... -3.1367264e-05
  1.0311249e-02  5.8502434e-03]"
neutral,"[ 0.00576757  0.01428645  0.02714837 ... -0.00060827 -0.00096277
 -0.00079689]"
sad,"[ 0.00052904  0.00032204  0.00013858 ... -0.00579626 -0.00402804
 -0.00219138]"
angry,"[-0.09206644 -0.1559095  -0.21739215 ...  0.00279431  0.00406003
  0.00476882]"
angry,"[-0.09229425 -0.11759295 -0.13632542 ... -0.00432515 -0.00433155
 -0.00360794]"
angry,"[ 0.04249245 -0.0055799   0.00847529 ...  0.00688213  0.00762509
  0.00778125]"
disgust,[0.00232251 0.00258153 0.00263039 ... 0.06144394 0.03193809 0.0131446 ]
disgust,"[ 0.00107077 -0.00054478  0.00046148 ... -0.00780969 -0.00136163
  0.00236649]"
disgust,"[-0.01150631  0.00536944  0.00102995 ...  0.0310768   0.00466483
 -0.02812961]"
fear,"[ 0.161757    0.24317874  0.2732375  ... -0.0044014  -0.00440231
 -0.0033603 ]"
fear,"[-0.00153731 -0.0013662  -0.00097992 ... -0.02069983 -0.01895224
 -0.0179144 ]"
fear,"[-0.00396934 -0.00427013 -0.00417595 ...  0.00963716  0.01337513
  0.01382909]"
happy,[0.11240515 0.11008482 0.10125481 ... 0.00119721 0.00113117 0.000907  ]
happy,"[-0.00347539 -0.00160898 -0.01075309 ...  0.00649026  0.00663247
  0.00606472]"
happy,"[-0.04553552 -0.04874155 -0.0558182  ...  0.00443613  0.00414078
  0.00383698]"
neutral,"[-2.9932573e-03 -3.4159729e-03 -3.3684892e-03 ... -4.2335759e-03
 -6.3420404e-05  2.3338550e-03]"
sad,"[-0.01387204 -0.01141491 -0.00888695 ... -0.00068683 -0.0008073
 -0.00084683]"
sad,"[-0.00172199 -0.00153343 -0.00133906 ... -0.00116228 -0.00019971
 -0.00021184]"
sad,"[-0.00607097 -0.00699148 -0.00770182 ... -0.01041441 -0.00969698
 -0.00934477]"
angry,"[-0.07755094 -0.04702365 -0.02499673 ...  0.06429508  0.15754223
  0.20483463]"
disgust,"[-0.01880806 -0.0184447  -0.02074537 ... -0.00296586 -0.00282244
 -0.00229104]"
fear,"[ 0.01820706  0.01577104  0.01224508 ... -0.00073125  0.00034373
  0.00158161]"
happy,"[ 0.06601426  0.06620313  0.06341275 ... -0.00884972 -0.01356718
 -0.01382282]"
neutral,"[ 0.04485222  0.04220567  0.03770286 ... -0.00742402 -0.0077814
 -0.00858055]"
sad,"[-0.01247384 -0.01320024 -0.01448029 ... -0.02883529 -0.03030315
 -0.02968706]"
angry,[0.0481564  0.05161637 0.04634526 ... 0.0523693  0.03886709 0.02110772]
disgust,"[-0.00588163 -0.00630606 -0.00891847 ... -0.00629727 -0.00632827
 -0.00583821]"
fear,"[ 0.01681618  0.00837222  0.00075128 ... -0.00329023 -0.00273091
 -0.00297881]"
happy,"[-0.06818444 -0.07090429 -0.08576433 ...  0.00399202  0.00292754
  0.0009636 ]"
neutral,"[-0.01229956 -0.01156456 -0.01191695 ...  0.00098239 -0.00113206
 -0.00335971]"
sad,[0.005272   0.0044342  0.00717386 ... 0.00161445 0.00151895 0.00171607]
angry,"[ 0.27436274  0.15274847 -0.2788605  ... -0.15229578 -0.2204772
 -0.202129  ]"
disgust,[0.00358799 0.00293627 0.00431893 ... 0.01325196 0.01145776 0.01283618]
fear,"[ 0.00122168  0.00163991  0.00166741 ... -0.01714532  0.00017645
  0.01281163]"
happy,[0.00217142 0.00312182 0.00268528 ... 0.01317281 0.01485013 0.01221693]
neutral,"[-0.00090486 -0.00030419 -0.00022579 ... -0.02141522 -0.02442961
 -0.00771299]"
sad,"[ 0.00239528  0.00280193  0.00248986 ... -0.00588589 -0.01001383
 -0.00793161]"
angry,"[-0.16926616 -0.0163209   0.12633753 ...  0.14974608  0.22342849
  0.23995933]"
disgust,"[-0.02443423 -0.01912309 -0.02171936 ...  0.01265364  0.01286603
  0.01285773]"
fear,"[-0.00442393 -0.00397327 -0.00345865 ... -0.00188114 -0.00482122
 -0.00621986]"
happy,"[-0.01631039 -0.02203659 -0.02751419 ... -0.01491023 -0.00750467
 -0.00266488]"
neutral,"[-0.00030964 -0.00043304 -0.00063465 ...  0.00495611  0.00225224
  0.00357347]"
sad,"[ 0.03238829  0.03250409  0.03282799 ... -0.00476656 -0.00130213
  0.00183205]"
angry,"[ 0.05774915  0.09624733  0.11442964 ... -0.03761381  0.03448364
  0.08953618]"
disgust,"[ 0.04991854  0.05041881  0.05003372 ... -0.00111928 -0.00064329
 -0.00037821]"
fear,"[ 0.001056    0.00145797  0.00375376 ...  0.01865475  0.0067251
 -0.01774967]"
happy,[0.01392441 0.0160172  0.01866122 ... 0.03144597 0.04501151 0.05998384]
neutral,"[-4.9269751e-05 -4.2624830e-04 -5.2305852e-04 ...  1.0630152e-03
 -4.4701752e-04  9.6602214e-04]"
sad,"[-0.00860906 -0.00834774 -0.00810749 ... -0.00326398 -0.00216157
 -0.0013101 ]"
angry,"[-0.00273237 -0.00680079  0.01580679 ... -0.04204544 -0.05139926
 -0.06372623]"
disgust,"[ 0.00905089  0.00820739  0.00698484 ... -0.00693447 -0.00671823
 -0.00739147]"
fear,"[-0.04362081 -0.04071235 -0.03579092 ... -0.00493428 -0.00462495
 -0.00465252]"
happy,"[ 0.04827787  0.05227618  0.0611271  ... -0.01199803 -0.02136524
 -0.02631758]"
neutral,"[-0.02278613 -0.01513059 -0.01806847 ...  0.03409851  0.04046029
  0.04577259]"
sad,"[-0.0151017  -0.01572442 -0.01611661 ...  0.00752816  0.00586634
  0.00575549]"
angry,"[ 0.0053635  -0.00130462  0.00567173 ...  0.10625946  0.06975485
  0.02238121]"
disgust,"[-0.06340951 -0.06720147 -0.06730827 ... -0.0626527  -0.0637417
 -0.05019835]"
fear,[0.00167582 0.00228193 0.00182524 ... 0.02628849 0.0358307  0.03913983]
happy,"[ 0.00542625  0.01174191  0.01378105 ... -0.00084524  0.00053183
  0.00088969]"
neutral,[0.00387489 0.01360204 0.00613485 ... 0.00636421 0.0048969  0.00128886]
sad,"[-0.00882344 -0.00619534 -0.00611986 ...  0.00334446  0.00409338
  0.00439555]"
angry,"[-0.00414573 -0.02146629 -0.02050316 ... -0.08248922 -0.07380432
 -0.04483737]"
disgust,"[-0.00392994 -0.00457285 -0.00378981 ... -0.02248107 -0.02385971
 -0.02479087]"
fear,"[-0.00602364 -0.01005559  0.01121145 ...  0.01015673  0.00612241
  0.00477448]"
happy,"[ 0.01396366  0.00922632  0.00391549 ... -0.02329809 -0.02616154
 -0.02881497]"
neutral,"[-5.6995277e-04 -2.3089287e-04 -1.8234121e-05 ... -1.7154213e-02
 -1.7973896e-02 -1.5625967e-02]"
sad,"[-0.00547398 -0.00207858 -0.00601348 ...  0.00081964  0.00043704
  0.00066478]"
angry,"[ 0.06625398  0.09523781  0.0388308  ... -0.04627033  0.00817256
  0.00227194]"
disgust,"[ 0.00067385 -0.0057048   0.02231313 ... -0.00137356  0.00263925
  0.00513594]"
fear,"[-0.00234662 -0.00287032 -0.0038353  ...  0.00203904  0.00227093
  0.0026624 ]"
happy,"[-0.00075692 -0.00075091 -0.00082609 ... -0.0008747  -0.01064198
 -0.03332794]"
neutral,"[ 0.00835223 -0.00136118 -0.00908778 ...  0.00931125  0.00976754
  0.01007858]"
sad,"[ 0.01611654  0.00708964 -0.00867961 ... -0.00118635 -0.0003199
  0.00083895]"
angry,"[-0.06720568 -0.02244372 -0.03504283 ... -0.08498798 -0.08338047
 -0.09379074]"
disgust,[0.00397676 0.03538335 0.00072189 ... 0.00618039 0.00503336 0.00274507]
fear,"[ 0.00217723  0.00215725  0.00162337 ... -0.01030284 -0.00896796
 -0.00617479]"
happy,"[-0.00060757 -0.00063164 -0.02359263 ... -0.00473103 -0.00054208
  0.00482266]"
neutral,"[-0.02186791 -0.00888995  0.00650435 ... -0.0217797  -0.02274135
 -0.02365428]"
sad,"[-0.00543356 -0.00690495 -0.008791   ...  0.00555664  0.0049032
  0.00426368]"
angry,"[ 0.00744801  0.00828132  0.0106267  ... -0.04561966 -0.04115642
 -0.04149927]"
disgust,"[-0.13353385 -0.15136458 -0.15359607 ... -0.05906974 -0.05483505
 -0.04654246]"
fear,"[-0.0003815   0.00147161  0.00343887 ...  0.00373519  0.00433587
  0.00569567]"
happy,"[-0.01061893 -0.01248574 -0.01735998 ... -0.0660863  -0.07027601
 -0.07466999]"
neutral,"[-0.00265367 -0.0025552  -0.0026614  ... -0.00329396 -0.00298127
 -0.00309716]"
sad,"[ 0.00953479  0.01147091  0.01153742 ... -0.00295311 -0.00315037
 -0.00335211]"
angry,"[ 0.02620678 -0.02495664 -0.03384021 ... -0.04872414  0.01628955
  0.05029314]"
angry,"[-0.00701473 -0.00613387 -0.00898716 ...  0.00757329  0.00238723
  0.00025007]"
angry,"[-0.01180293 -0.00744634 -0.00895198 ...  0.00761898 -0.03111674
 -0.10726759]"
disgust,"[ 0.0064138   0.00797926  0.00967797 ... -0.00446471 -0.00313544
 -0.00103982]"
disgust,"[-0.00976286 -0.00543667 -0.00271363 ...  0.00063711  0.00040722
  0.00025279]"
disgust,[0.01185241 0.01035427 0.00810187 ... 0.00034236 0.00124911 0.00087038]
fear,[0.01734613 0.01926924 0.01991242 ... 0.00259554 0.00296503 0.0028853 ]
fear,"[ 1.5105974e-02  7.2181341e-05 -9.3100651e-05 ... -3.2703325e-03
 -3.1566026e-03 -3.1466945e-03]"
fear,"[ 0.00090939  0.00077405  0.00081041 ... -0.00746138 -0.00637028
 -0.00589107]"
happy,"[ 0.02798603 -0.00265945  0.00099686 ... -0.00018625 -0.00076008
 -0.00046135]"
happy,"[-0.0282714  -0.0246281  -0.02354041 ... -0.00142274 -0.00170897
 -0.00194013]"
happy,"[ 0.00620809  0.00534783  0.00439043 ... -0.00672674 -0.00744454
 -0.00778598]"
neutral,"[ 0.00293117 -0.00050668  0.00454735 ...  0.00072144  0.00147501
  0.00150467]"
sad,"[4.6269695e-04 4.5608715e-04 8.5956643e-05 ... 4.4588142e-04 4.4003816e-04
 6.7185512e-04]"
sad,[0.00487459 0.00481615 0.00476296 ... 0.00374192 0.00416486 0.00453669]
sad,"[ 0.00325032  0.00365041  0.0038834  ... -0.00172773 -0.00155418
 -0.00146108]"
angry,[0.09261017 0.16412012 0.23339857 ... 0.11739966 0.12037867 0.12521765]
disgust,"[ 0.04274766  0.01446744 -0.00473825 ...  0.03423584  0.04865397
  0.08898524]"
fear,"[-0.00097083  0.00028002  0.0005843  ...  0.00640469  0.00350703
  0.00066292]"
happy,"[-0.00362459 -0.0072656  -0.01028459 ... -0.03422038 -0.03893632
 -0.04410349]"
neutral,"[-0.00617596 -0.00733036 -0.00905286 ... -0.00450526 -0.00413283
 -0.00360196]"
sad,"[-0.00220534  0.00016945  0.00125862 ...  0.01506455  0.01534021
  0.01658408]"
angry,"[ 0.00220999  0.0028477   0.00255488 ... -0.00159935 -0.00178851
 -0.00250439]"
disgust,[0.00419392 0.00375561 0.00362038 ... 0.01071093 0.00839767 0.00681648]
fear,"[ 0.00170705  0.0018348   0.00190243 ... -0.00613375 -0.0050823
 -0.00405756]"
happy,[0.03055778 0.03007319 0.03097369 ... 0.00523727 0.00447128 0.00466613]
neutral,"[-0.01257879 -0.01091427 -0.00979385 ...  0.00731662  0.00794259
  0.00805629]"
sad,"[-0.01080214 -0.01149055 -0.01157524 ... -0.00259079 -0.00275494
 -0.00312444]"
angry,"[-0.03752806 -0.03536846 -0.03301525 ...  0.00373894  0.00175962
  0.00026078]"
disgust,"[ 0.02490954  0.02619325  0.02877542 ... -0.00249712 -0.00293712
 -0.00330634]"
fear,"[-0.00604143 -0.00630144 -0.00683288 ... -0.00880597 -0.01247788
 -0.00859415]"
happy,"[-0.00245836 -0.00281826 -0.00258855 ...  0.00402514  0.00445757
  0.00496044]"
neutral,"[-0.00994007 -0.02189562 -0.0304493  ...  0.00258264  0.00359625
  0.00438582]"
sad,"[-0.0160615  -0.01554681 -0.01467081 ...  0.00551075  0.00408471
  0.00221398]"
angry,"[ 0.05086592 -0.00246856 -0.0104655  ...  0.17172009  0.2082801
  0.23747745]"
disgust,"[-0.04336117 -0.04153515 -0.04044156 ... -0.04195973 -0.0716653
 -0.07811354]"
fear,[0.0543146  0.05329597 0.05203022 ... 0.01164941 0.0096017  0.00535352]
happy,"[-0.00103093 -0.00379915 -0.00648628 ...  0.01413246  0.01313562
  0.01168763]"
neutral,"[-0.01065569 -0.01347328 -0.01369691 ... -0.00672716 -0.00700911
 -0.00755859]"
sad,"[-0.01073523 -0.01153282 -0.01189971 ...  0.01000637  0.01086303
  0.01134869]"
angry,"[ 0.00127068 -0.01452234 -0.01590461 ...  0.02850787  0.02734337
  0.02467371]"
disgust,"[ 0.01860974  0.01241001 -0.00403654 ...  0.0561439   0.09905911
  0.11564839]"
fear,"[-0.0220676  -0.02081678 -0.01965741 ... -0.00294323 -0.00400797
 -0.00413748]"
happy,"[-0.01114859 -0.0080309  -0.00511408 ... -0.04676439 -0.04655068
 -0.04606408]"
neutral,"[-0.0177626  -0.01747271 -0.01384813 ... -0.00386919 -0.004076
 -0.00482401]"
sad,"[-0.01027582 -0.0093879  -0.0078212  ...  0.00806442  0.0073499
  0.00663101]"
